cod_cliente,data_cadastro,data_primeira_compra,uf,cidade
103968,20150708,20180822,0,42
105296,20150721,20170125,0,3
105568,20150724,20150724,0,21
106128,20150804,20150804,0,0
106160,20150804,20150804,0,0
106496,20150812,20170324,0,0
106672,20150813,20180830,0,0
107056,20150821,20170706,0,0
107248,20150825,20150826,0,0
107552,20150902,20150902,0,3
107616,20150904,20150908,0,8
108048,20150918,20150918,0,25
108192,20150923,20150925,0,53
108272,20150924,20170310,0,20
108816,20151009,20151127,0,10
108848,20151009,20151009,0,0
108912,20151014,20151016,0,54
108928,20151014,20151016,0,55
108944,20151014,20151016,0,56
108960,20151014,20151016,0,55
109008,20151014,20151014,0,3
109120,20151015,20151016,0,50
109136,20151015,20151015,0,0
109152,20151015,20151022,0,0
109200,20151016,20151016,0,25
109328,20151020,20151023,0,57
109344,20151020,20151023,0,53
109360,20151020,20151023,0,53
109376,20151020,20151020,0,58
109488,20151021,20151217,0,0
109536,20151021,20151022,0,0
109552,20151021,20151022,0,0
109632,20151021,20161124,0,0
109648,20151021,20151022,0,0
109696,20151021,20151116,0,0
109712,20151021,20151022,0,0
109760,20151021,20151022,0,0
109776,20151021,20151022,0,0
109824,20151021,20151116,0,0
109872,20151021,20160106,0,0
109888,20151021,20151022,0,0
109952,20151021,20160729,0,0
109984,20151021,20151123,0,0
110176,20151022,20151023,0,53
110208,20151022,20151023,0,53
110368,20151023,20151023,0,59
110384,20151023,20151023,0,59
110752,20151106,20151113,0,0
110768,20151106,20151106,0,0
110784,20151110,20151110,0,0
110832,20151111,20151111,0,3
111200,20151118,20151118,0,3
111312,20151119,20151123,0,0
111440,20151120,20151123,0,11
111472,20151120,20151124,0,25
111584,20151123,20151123,0,0
112064,20151202,20151203,0,0
112176,20151204,20151207,0,51
112208,20151209,20151214,0,0
112240,20151210,20160414,0,0
112448,20151218,20151219,0,18
112544,20151221,20151221,0,0
112624,20160114,20160115,0,0
112656,20160114,20160118,0,60
112784,20160120,20171011,0,0
112880,20160120,20160125,0,60
112912,20160121,20160121,0,0
112976,20160122,20160122,0,13
113232,20160204,20160524,0,0
113872,20160225,20170815,0,0
114128,20160302,20160719,0,0
114496,20160311,20170630,0,18
115120,20160324,20160324,0,21
115360,20160407,20160408,0,13
115376,20160408,20160408,0,10
116000,20160426,20160426,0,60
116064,20160504,20180802,0,0
116176,20160506,20160509,0,61
116192,20160506,20160509,0,61
116208,20160506,20160509,0,62
116224,20160506,20160509,0,63
116240,20160506,20160509,0,64
116256,20160506,20160509,0,60
116272,20160506,20160509,0,60
116288,20160509,20160512,0,65
116384,20160513,20160513,0,66
116464,20160516,20160517,0,67
116480,20160516,20160517,0,67
116496,20160516,20160517,0,68
116528,20160516,20160517,0,69
116560,20160518,20160519,0,0
116688,20160520,20160520,0,6
116704,20160523,20160524,0,0
116832,20160527,20160531,0,70
116848,20160527,20160531,0,60
116864,20160527,20160531,0,60
116880,20160527,20160531,0,60
116896,20160527,20160531,0,60
116912,20160527,20160531,0,60
116928,20160527,20160531,0,60
116944,20160530,20160531,0,71
116976,20160531,20160531,0,7
116992,20160610,20160614,0,0
117072,20160615,20160616,0,0
117152,20160617,20160617,0,0
117248,20160629,20160629,0,3
117536,20160720,20160720,0,0
117568,20160722,20160823,0,33
117696,20160727,20160801,0,72
117712,20160727,20160801,0,73
117888,20160802,20160808,0,50
117952,20160803,20160808,0,50
118016,20160808,20160808,0,74
118032,20160808,20160808,0,75
118064,20160808,20160808,0,76
118272,20160812,20160812,0,0
118384,20160819,20160922,0,0
118528,20160831,20161116,0,0
119232,20161111,20161111,0,0
119280,20161116,20161116,0,0
119600,20161205,20161207,0,3
119632,20161209,20161212,0,0
119792,20161221,20161221,0,0
119840,20170111,20170111,0,0
120096,20170210,20170210,0,0
120176,20170222,20170222,0,18
120752,20170301,20170301,0,0
120928,20170303,20170310,0,0
121040,20170309,20170309,0,17
121472,20170330,20170330,0,18
121504,20170404,20170404,0,0
121552,20170405,20170406,0,0
121648,20170411,20170413,0,0
121680,20170413,20170413,0,19
121712,20170418,20170926,0,0
121744,20170418,20170420,0,0
121808,20170420,20170420,0,47
121904,20170426,20170426,0,3
122032,20170512,20170519,0,19
122112,20170525,20170530,0,19
122128,20170525,20170525,0,22
122144,20170525,20170525,0,0
122288,20170622,20170703,0,11
122336,20170627,20170627,0,0
122400,20170704,20170704,0,0
122560,20170714,20170714,0,19
122608,20170719,20170719,0,3
122816,20170801,20170801,0,0
122848,20170814,20170928,0,77
122896,20170816,20170816,0,28
123440,20171010,20171010,0,21
123504,20171011,20171011,0,11
123712,20171025,20171025,0,0
123888,20171030,20171101,0,18
123984,20171101,20171106,0,3
124080,20171107,20171221,0,0
124112,20171108,20171108,0,3
124272,20171122,20171207,3,78
124304,20171123,20171123,0,0
124368,20171205,20171205,0,0
124512,20171207,20171207,0,0
124544,20171212,20180115,0,33
124560,20171212,20171212,0,77
124736,20180116,20180116,0,0
124784,20180119,20180119,0,42
124832,20180126,20180126,0,0
124848,20180126,20180126,0,0
125136,20180209,20180209,0,25
125360,20180223,20180223,0,2
125376,20180223,20180223,0,7
125392,20180226,20180227,0,77
125424,20180228,20200507,0,0
125584,20180308,20180309,0,13
126032,20180418,20180808,0,11
126288,20180502,20180502,0,3
126304,20180503,20180507,0,11
126480,20180511,20180515,0,79
126576,20180515,20180515,0,80
126624,20180518,20180518,0,2
126656,20180518,20180625,0,2
126800,20180605,20180605,0,0
127216,20180629,20180810,0,10
127360,20180711,20180809,0,5
127424,20180713,20180713,0,0
127472,20180719,20180724,0,77
127568,20180727,20180727,0,0
127600,20180801,20180801,0,6
127632,20180802,20180802,0,0
127648,20180803,20180803,0,2
127664,20180803,20180803,0,2
127680,20180803,20180803,0,2
127728,20180807,20180807,0,2
127760,20180808,20180808,0,15
127840,20180813,20180813,0,19
127872,20180813,20180813,0,0
127904,20180814,20180814,0,9
127936,20180815,20180815,0,3
127968,20180817,20180820,0,3
127984,20180820,20180820,0,0
128000,20180820,20180820,0,81
128048,20180822,20180822,0,0
128064,20180822,20180822,0,0
128080,20180823,20181005,0,10
128128,20180828,20180828,0,82
128144,20180828,20180828,0,9
128160,20180829,20180831,0,0
128176,20180831,20180831,0,2
128192,20180831,20180831,0,47
128304,20180906,20180906,0,0
128320,20180906,20180906,0,18
128336,20180906,20180906,0,18
128384,20180913,20180917,0,0
128400,20180913,20180917,0,0
128432,20180917,20180917,0,0
128448,20180921,20180927,0,29
128528,20180928,20180928,0,2
128544,20180928,20180928,0,2
128720,20181025,20181025,0,0
128736,20181025,20181025,0,5
128928,20181112,20181114,0,0
128944,20181113,20181113,0,0
128960,20181116,20181116,0,0
128992,20181120,20181122,0,5
129088,20181203,20190115,0,0
129168,20181210,20181210,0,32
129184,20181212,20181212,0,18
129200,20181214,20181214,0,83
129232,20181219,20181219,0,9
129264,20181220,20181220,0,3
129344,20190110,20200210,0,0
129408,20190122,20190122,0,18
129424,20190122,20190122,0,15
129440,20190123,20190123,0,2
129456,20190123,20190123,0,2
129552,20190206,20190206,0,6
129600,20190211,20190211,0,0
129776,20190219,20190219,0,0
129792,20190220,20190220,0,0
129824,20190220,20190220,0,5
129888,20190307,20190307,0,6
129904,20190307,20190307,0,6
129920,20190307,20190307,0,0
129984,20190314,20190314,0,0
130000,20190314,20190507,0,0
130096,20190326,20190326,0,14
130128,20190401,20190401,0,84
130144,20190402,20190404,0,0
130208,20190409,20190411,0,3
130240,20190411,20190411,0,0
130256,20190411,20190528,0,1
130288,20190411,20190415,0,1
130320,20190411,20190411,0,3
130336,20190412,20190415,0,0
130416,20190415,20190528,3,85
130432,20190415,20190425,3,85
130448,20190415,20200121,3,78
130480,20190415,20190415,0,86
130528,20190416,20190430,0,82
130576,20190416,20190430,0,82
130592,20190416,20190626,0,87
130640,20190418,20190423,0,0
130704,20190423,20190430,0,87
130720,20190423,20190429,0,3
130736,20190424,20190424,0,14
130816,20190507,20190514,0,80
130976,20190510,20190809,0,80
131024,20190510,20190514,0,79
131072,20190510,20191023,0,88
131152,20190513,20190626,0,84
131200,20190520,20190529,0,3
131216,20190521,20190610,0,1
131232,20190523,20190528,0,1
131248,20190523,20190528,0,1
131456,20190605,20190606,0,0
131488,20190605,20190610,0,84
131504,20190606,20190610,0,84
131536,20190610,20190610,0,18
131552,20190610,20190610,0,89
132048,20190703,20190705,0,90
132080,20190705,20190705,0,1
132096,20190705,20190705,3,91
132112,20190709,20190709,0,0
132144,20190710,20190710,0,3
132272,20190719,20190725,0,92
132288,20190722,20190807,0,3
132320,20190726,20190731,0,93
132336,20190726,20190731,0,94
132352,20190729,20190730,0,0
132368,20190731,20190731,0,11
132400,20190731,20190806,0,11
132512,20190806,20190806,0,9
132528,20190808,20190808,0,0
132656,20190814,20190815,0,0
132672,20190816,20190816,0,18
132736,20190828,20191022,0,0
132752,20190828,20190902,0,12
132784,20190830,20190912,0,0
132832,20190909,20190909,0,0
133984,20190916,20190916,0,0
134064,20190924,20190924,0,0
134080,20190924,20190924,0,0
134112,20190924,20190924,0,20
134128,20190926,20190930,3,95
134144,20190927,20190930,3,96
134176,20190927,20190930,3,95
134192,20190927,20190930,3,95
134224,20190927,20190930,0,12
134256,20191001,20191001,0,9
134272,20191002,20191002,0,0
134368,20191008,20191016,0,84
134416,20191017,20191017,0,0
134464,20191022,20191022,0,6
134480,20191024,20191025,0,0
134560,20191118,20191118,0,2
134592,20191118,20191127,0,84
134640,20191127,20191127,0,0
134672,20191205,20191205,0,0
134688,20191209,20200317,0,6
134704,20191211,20191211,0,11
134720,20191212,20191212,0,80
134784,20200113,20200305,0,0
134848,20200206,20200206,0,9
134864,20200207,20200207,0,19
134880,20200207,20200207,0,18
134896,20200207,20200207,0,19
134928,20200211,20200211,0,19
134976,20200211,20200211,0,19
135024,20200218,20200218,0,21
135056,20200219,20200221,0,17
135072,20200219,20200224,0,12
135088,20200221,20200416,0,25
135104,20200221,20200221,0,97
135120,20200221,20200221,0,42
135200,20200227,20200227,0,0
135216,20200227,20200227,0,0
135248,20200228,20200228,0,0
135264,20200302,20200302,0,19
135312,20200305,20200318,0,0
135328,20200305,20200305,0,0
135344,20200309,20200413,0,33
279344,20200313,20200313,0,2
279360,20200313,20200313,0,2
279376,20200318,20200318,0,11
279392,20200318,20200327,0,21
279408,20200318,20200320,0,19
279424,20200318,20200330,0,12
279456,20200323,20200428,0,83
279472,20200323,20200428,0,83
279488,20200323,20200325,0,83
279504,20200323,20200325,0,83
279552,20200403,20200403,0,0
279584,20200409,20200409,0,0
279616,20200414,20200414,0,30
279632,20200414,20200414,0,9
279648,20200414,20200414,0,0
279696,20200416,20200416,0,19
279728,20200416,20200416,0,0
279744,20200422,20200422,0,3
279776,20200423,20200423,0,88
279792,20200423,20200429,0,2
279808,20200424,20200427,0,15
279824,20200424,20200427,0,15
279840,20200428,20200428,0,21
279872,20200504,20200506,0,12
279952,20200507,20200511,0,15
279968,20200507,20200511,0,15
280000,20200508,20200511,0,15
280016,20200508,20200511,0,15
280032,20200512,20200512,0,0
280064,20200513,20200514,0,0
280080,20200513,20200513,0,10
280096,20200513,20200513,0,10
280112,20200515,20200519,0,0
280144,20200519,20200520,0,3
280208,20200520,20200521,0,0
280224,20200521,20200522,0,8
